category,real_name,alias,title,affiliation,citizenship,date_of_birth,date_of_death,species,gender,status,clearance,comic,game,movie,one_shot,portrayed_by,ser_no,tv_series,voiced_by,web_series
Hero,Sif,"Lady Sif, Xena, Goddess of War, Medieval Times Chick",Goddess of War,NA,Asgardian,NA,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023),Asgardian,Female,Alive,NA,"Thor, The Mighty Avenger, Thor Adaptation, Thor: The Dark World Prelude, Thor: Crown of Fools, Guardians of the Galaxy Prequel Infinite Comic, Thor: Ragnarok Prelude, Avengers: Infinity War Prelude (flashback)",Thor: God of ThunderThor: The Dark World - The Official Game,"Thor, Thor: The Dark World, Thor: Ragnarok (mentioned)",NA,Jaimie Alexander,NA,Agents of S.H.I.E.L.D. (2 episodes),Sarah Natochenny,NA
Villain,Fenris,"Darling, Stupid Dog",NA,NA,Asgardian,NA,2017,Asgardian Wolf,Female,Deceased,NA,NA,NA,Thor: Ragnarok,NA,NA,NA,NA,NA,NA
Hero,Robert Baldwin,"Robbie Baldwin, Speedball",NA,New Warriors,American,NA,NA,Human,Male,Alive,NA,NA,NA,NA,NA,"Calum Worthy, Landon Gordon (young)",NA,New Warriors (unreleased),NA,NA
Villain,Ferdinand Lopez,NA,NA,NA,French,NA,NA,Human,Male,In Custody,NA,NA,NA,Captain America: The Winter Soldier,NA,Adetokumboh M'Cormack,NA,NA,NA,NA
Hero,Peter Benjamin Parker,"Spider-Man, Guy Who Crawls Up the Walls, Spiderling, Crime-Fighting-Spider, Spider-Boy, Underoos, Der Erstaunliche Klebrige Junge[1]Sticky Boy, Penis Parker, Amazing Man-Spider, Boss, Spider-Guy on You, Tube, Punk, Queens' Own Colorful Local Crimestopper, Crockett, Thor, Son of Odin, Friendly Neighborhood Spider-Man, Little Bastard in Red Tights, Man Spider, The Masked Hero, Spider-Guy, Freddie, Pete, Pedro, The Newest Official Member of the Avengers, The Kid, Little Spider Friend, Iron Spider, Backup, Stowaway, Ward, Clown, Young Buck, Little Freak, Insect, Queens, The Next Tony Stark, The Next Iron Man, Dickwad, Loser, Night Monkey, Hormonal Teenager, Little Child in a Sweatsuit, Little Boy",NA,Midtown School of Science and Technology Stark Industries (formerly) Avengers (formerly),American,"August 10, 2001",Spring 2018 (victim of the Snap; resurrected by Hulk in 2023),Human,Male,Alive,NA,"Spider-Man: Homecoming Prelude, Spider-Man Homecoming: School of Shock, Captain Marvel Prelude (computer screen)Avengers: Endgame Prelude, Spider-Man: Far From Home Prelude",NA,"Iron Man 2Ant-Man (mentioned)Captain America: Civil War, Spider-Man: Homecoming, Avengers: Infinity War, Avengers: Endgame, Spider-Man: Far From Home, Spider-Man 3 (unreleased)",Peter's To-Do List (unreleased),"Tom Holland, Max Favreau (young)",NA,Runaways (figure),NA,NA
Villain,Finn Cooley,NA,NA,Kitchen Irish,Irish,NA,"November 1, 2015",Human,Male,Deceased,NA,NA,NA,NA,NA,Tony Curran,NA,Daredevil*Bang (mentioned)*Penny and Dime*Guilty as Sin (mentioned),NA,NA
Hero,Doreen Green,Squirrel Girl,NA,New Warriors,American,NA,NA,Human,Female,Alive,NA,NA,NA,NA,NA,Milana Vayntrub,NA,New Warriors (unreleased),NA,NA
Villain,NA,NA,NA,Surtur,Muspelheim,NA,2017[1],Fire Dragon,Female,Deceased,NA,NA,NA,Thor: Ragnarok,NA,NA,NA,NA,NA,NA
Hero,Peter Jason Quill,"Star-Lord, Pete, Star-Prince, Space-Lord, Legendary Outlaw, Honorless Thief, Man Who Has Lain With An A'askavariian, Humie with a Death Wish, The Biggest Idiots in the Galaxy (with Rocket Raccoon, Groot and Drax)Companion, The Greatest Pilot in The Universe (with Rocket Raccoon)Thief, Star-Munch, Orphan Boy, The Boyfriend, Titan Killing Long-Term Booty Call, Dipshit, Mr. Lord, Flash Gordon, Quail, Idiot",NA,Ravagers (formerly)* Yondu Ravager Clan (formerly) Guardians of the Galaxy,American,Late 1980,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023),Human/Celestial Hybrid,Male,Alive,NA,"Guardians of the Galaxy Prequel Infinite Comic, Guardians of the Galaxy Vol. 2 Prelude, Avengers: Infinity War Prelude (flashback)Avengers: Endgame Prelude",NA,"Guardians of the Galaxy, Guardians of the Galaxy Vol. 2Avengers: Infinity War, Avengers: Endgame, Guardians of the Galaxy Vol. 3 (unreleased)[1]",NA,"Chris Pratt, Wyatt Oleff (young)",NA,NA,NA,NA
Villain,Fischer,NA,General,United States Air Force HYDRA,American,NA,April 2016[1],Human,Male,Deceased,NA,NA,NA,NA,NA,"Rocky Mc, Murray",NA,Agents of S.H.I.E.L.D.*Rise and Shine,NA,NA
Hero,NA,"Stick, Chaste, Shiro, Daddy, The Old Blind Guy",NA,Chaste,NA,NA,2016,Human,Male,Deceased,NA,NA,NA,NA,NA,Scott Glenn,NA,Daredevil (5 episodes)The Defenders (5 episodes),NA,NA
Villain,Flora,NA,NA,Attilan Royal Guard,Attilan,NA,NA,Inhuman,Female,Alive,NA,NA,NA,NA,NA,Krista Alvarez,NA,Inhumans (6 episodes),NA,NA
Hero,Talos,"Soh-Larr, Keller, Boss, Nick Fury","General, Director of S.H.I.E.L.D. (formerly; undercover)",S.H.I.E.L.D. (formerly; undercover)Nick Fury's Crew (formerly),NA,NA,NA,Skrull,Male,Alive,NA,NA,NA,"Captain Marvel, Spider-Man: Far From Home",NA,Ben Mendelsohn (original form and disguised)Chuku Modu (disguised)Emily Ozrey (disguised)Abigaille Ozrey (disguised)Duane Henry (disguised)Samuel L. Jackson (disguised),NA,NA,NA,NA
Villain,Flores,PRIDE's Fixer,Detective,LAPD,American,NA,January 2018[1][2][3],Human,Male,Deceased,NA,NA,NA,NA,NA,Alex Fernandez,NA,Runaways (6 episodes),NA,NA
Hero,Thor Odinson,"God of Thunder, Prince of Thunder, Prince of Asgard, Heir to the Throne of Asgard, Son of Odin, Odinborn, Odinson, Little Princess, Crazy Homeless Person, Dumbass, Donald Blake, Donny, The Mighty Thor, Point Break, The Demigod, Tourist, The Big Guy with the Hammer, Witless Oaf, The Future King of Asgard, The Man Who Wouldn't Be King, The Big Blonde Dude with the Hammer, First Son of Odin, Blondie, Your Majesty, Lord of Thunder, Sparkles, Thunder, Defender, Contender, Baby Man, Stupid White Man, Tiny Avenger, Lazy Butt, Banner's Friend, Baby Arms, Couple of Hot-Headed Fools (with Hulk)Water, Smoldering Fire, Seductive Lord of Thunder, Seductive God of Thunder, Strongest Avenger, New Doug, Dumbo, God of Hammers, The Gypsy, Dude, Handsome Muscular Man, Pirate Angel, God-Man, Man, Lebowski, Heartbreaker, Tubby, Idiot with an Axe, Hairbag","God of Thunder, Prince of Asgard (formerly)King of Asgard (formerly)King of New Asgard (formerly)",Asgardian Royal Family (formerly) Avengers (formerly)Revengers (formerly) Guardians of the Galaxy,Asgardian,964 A.D.-965 A.D.,"June 2, 2010 (revived by Mjølnir)",Asgardian (Cyborg)Frog (temporarily),Male,Alive,NA,"Thor, The Mighty Avenger, The Avengers Prelude: Fury's Big Week, The Avengers Prelude: Black Widow Strikes (computer screen)The Avengers: The Avengers Initiative (flashback)Iron Man 3 Prelude, Thor Adaptation, Thor: The Dark World Prelude, Thor: Crown of Fools, The Avengers Adaptation, Avengers: Operation HYDRAThor: Ragnarok Prelude, Avengers: Infinity War Prelude, Captain Marvel Prelude (mentioned)Avengers: Endgame Prelude, Spider-Man: Far From Home Prelude (mask)",Thor: God of  ThunderThor: The Dark World - The Official Game,"Thor, Captain America: The First Avenger (drawing)The Avengers, Iron Man 3 (mentioned) Thor: The Dark World, Avengers: Age of Ultron, Captain America: Civil War (mentioned)Doctor Strange (mid-credits scene)Spider-Man: Homecoming (mentioned)Thor: Ragnarok, Avengers: Infinity War, Avengers: Endgame, Spider-Man: Far From Home (mentioned)Thor: Love and Thunder (unreleased)",NA,"Chris Hemsworth, Dakota Goyo (young)Jaimie Alexander (illusion)",NA,Agents of S.H.I.E.L.D. (mentioned)Luke Cage (mentioned),Travis Willingham,Team ThorTeam Thor: Part 2Team Darryl (mentioned)
Villain,Frances,NA,NA,Church of Gibborim,American,NA,NA,Human,Female,Alive,NA,NA,NA,NA,NA,"Heather Olt, Alexa Marie Anderson (young)",NA,Runaways (8 episodes),NA,NA
Hero,Triton,"The Operative, Fish Guy",NA,Inhuman Royal Family,Attilan,NA,NA,Inhuman,Male,Alive,NA,NA,NA,NA,NA,Mike Moh,NA,Inhumans (4 episodes),NA,NA
Villain,Francis Noche,NA,NA,Slicing Talons,NA,NA,NA,Human,Male,In Custody,NA,NA,NA,NA,NA,Geo Corvera,NA,Agents of S.H.I.E.L.D.*One of Us,NA,NA
Hero,Brunnhilde,"Valkyrie, Scrapper 142Trash, Booze Hag, Big Girl, Angry Girl, Your Majesty",King of New Asgard,Valkyrie (formerly)Revengers (formerly),AsgardianSakaaran (formerly),NA,NA,Asgardian,Female,Alive,NA,NA,NA,"Thor: Ragnarok, Avengers: Endgame, Thor: Love and Thunder (unreleased)",NA,Tessa Thompson,NA,NA,NA,NA
Villain,Frank Dean,"That Guy from that Church, Leslie's Beard, The Real Apostate, The Light and the Truth",NA,PRIDE (formerly) Church of Gibborim (formerly),American,NA,NA,Human,Male,Alive,NA,NA,NA,NA,NA,Kip Pardue,NA,Runaways (19 episodes),NA,NA
Hero,Vision,"A Vision of Hope, Superbot, Machine, Everything",NA,Avengers,NA,May 2015,Spring 2018 (revived by the Time Stone and destroyed again),Android,Male (masculine programming & voice),Destroyed,NA,"Captain America: Road to War, Spider-Man: Homecoming Prelude, Avengers: Infinity War Prelude, Captain Marvel Prelude (computer screen and mentioned)Avengers: Endgame Prelude",NA,"Avengers: Age of Ultron, Captain America: Civil War, Spider-Man: Homecoming (mentioned) Avengers: Infinity War, Avengers: Endgame (indirectly mentioned)Spider-Man: Far From Home (picture)",NA,Paul Bettany,NA,WandaVision (unreleased),NA,Team Thor (mentioned)Team Thor: Part 2 (drawing)
Villain,Franklin Hall,Frank Hall,Doctor,Cambridge University (formerly) S.H.I.E.L.D. (formerly) S.H.I.E.L.D. Academy of Science and Technology (formerly),Canadian,NA,2013,Human,Male,Deceased,NA,NA,NA,NA,NA,Ian Hart,NA,Agents of S.H.I.E.L.D. (1 episode),NA,NA
Hero,Volstagg,"Volstagg the Valiant, Volstagg the Voluminous, Volstagg the Fat, Volstagg the Invincible",NA,Warriors Three,Asgardian,NA,Late 2017,Asgardian,Male,Deceased,NA,"Thor, The Mighty Avenger, The Avengers: The Avengers Initiative (mentioned)Thor Adaptation, Thor: The Dark World Prelude, Thor: Crown of Fools, Guardians of the Galaxy Prequel Infinite Comic, Thor: Ragnarok Prelude, Avengers: Infinity War Prelude (flashback)",Thor: God of Thunder (DS version only)Thor: The Dark World - The Official Game,"Thor, Thor: The Dark World, Thor: Ragnarok",NA,Ray Stevenson,NA,NA,David Brimmer,NA
Villain,Frederick,NA,NA,Momentum Labs,American,NA,NA,Human,Male,Deceased,NA,NA,NA,NA,NA,Dan Donohue,NA,Agents of S.H.I.E.L.D.*Meet the New Boss*The Good Samaritan (flashback),NA,NA
Hero,James Rupert Rhodes,"Rhodey, War Machine, Iron Patriot, Platypus, Sourpatch, Sidekick, Little Brother, Buddy, Partner, The Big Gun, Badass, Boss, Captain America, Iron Dreidel, Red, White and Blue Attack Dog, Richard, Dick, The Patriot","Colonel, Lieutenant Colonel (formerly)USAF Weapons Procurement Liaison (formerly)",MIT (formerly) United States Air Force Stark Industries (liaison) Avengers (formerly),American,"October 6, 1968",NA,Human,Male,Alive,NA,"Iron Man: Fast Friends, Iron Man: Security Measures (mentioned)Iron Man: I Am Iron Man!Iron Man 2: Public Identity, The Avengers Prelude: Fury's Big Week, The Avengers: Iron Man Mark VIIIron Man 2 Adaptation, Iron Man 3 Prelude, Iron Man: The Coming of the Melter, Captain America: Civil War Prelude, Captain America: Road to War, Spider-Man: Homecoming Prelude, Black Panther Prelude (footage)Captain Marvel Prelude (footage)Avengers: Endgame Prelude",Iron ManIron Man 2Iron Man 3 - The Official Game,"Iron Man, Iron Man 2Iron Man 3Avengers: Age of Ultron, Captain America: Civil War, Spider-Man: Homecoming (footage)Avengers: Infinity War, Captain Marvel (mid-credits scene)Avengers: Endgame, Spider-Man: Far From Home (picture)",NA,"Terrence Howard, Don Cheadle",NA,NA,"Ty Jones, Phil La, Marr (additional dialogue)",WHiH Newsfront (picture)
Villain,Fyodor,NA,Colonel,Soviet Armed ForcesLeviathan,Soviet,NA,NA,Human,Male,Alive,NA,NA,NA,NA,NA,Dimiter D. Marinov,NA,Agent Carter*A Sin to Err (flashbacks),NA,NA
Hero,Hope van Dyne,"Wasp, Jellybean, Mean Pretty Lady, Susan",Chairwoman of Pym Technologies (formerly),Pym Technologies (formerly),American,"January 2, 1979-December 31, 1980",Spring 2018 (victim of the Snap; resurrected by Hulk in 2023),Human,Female,Alive,NA,Ant-Man and the Wasp Prelude,NA,"Ant-Man, Ant-Man and the Wasp, Avengers: Endgame",NA,"Evangeline Lilly, Madeleine Mc, Graw (young)",NA,NA,NA,NA
Villain,Gaius Ponarian,NA,Senator,NA,NA,NA,NA,NA,Male,Alive,NA,NA,NA,NA,NA,Patrick Fabian,NA,Agents of S.H.I.E.L.D.*Fun & Games,NA,NA
Hero,Will Simpson,"Sarge, Rambo, G.I. Joe, Godzilla, Nut-Bag Traitor",Sergeant (formerly),United States Army (formerly) NYPD (formerly)IGH,American,NA,Mid-2017[1][2],Human,Male,Deceased,NA,NA,NA,NA,NA,Wil Traval,NA,Jessica Jones (10 episodes),NA,NA
Villain,Gene Hernandez,NA,NA,Goodman University*Geosciences Research Center PRIDE,NA,NA,Late 2007[1],Human,Male,Deceased,NA,NA,NA,NA,NA,Vladimir Caamano,NA,Runaways (2 episodes),NA,NA
Hero,James Buchanan Barnes,"Bucky Barnes, Winter Soldier, Buck, Sarge, Prisoner #56898Солдат[1]The Asset, The New Fist of HYDRAFallen Comrade, The Shooter, Ghost, Manchurian Candidate, Broken White Boy, White Wolf, Semi-Stable 100-Year-Old Man",Sergeant (formerly),United States Army (formerly)* 107th Infantry Regiment (formerly) Howling Commandos (formerly) HYDRA (formerly)*Winter Soldiers (formerly),American Soviet (briefly),"March 10, 1917",Spring 2018 (victim of the Snap; resurrected by Hulk in 2023),Human (Cyborg),Male,Alive,NA,"Captain America: First Vengeance, Captain America: The First Avenger Adaptation, The Avengers Adaptation (flashback)Avengers: Age of Ultron Prelude - This Scepter'd Isle, Avengers: Operation HYDRA (picture)Captain America: Civil War Prelude, Captain America: Civil War Prelude Infinite Comic, Spider-Man: Homecoming Prelude, Avengers: Infinity War Prelude, Captain Marvel Prelude (footage)Avengers: Endgame Prelude",Captain America: Super SoldierCaptain America: The Winter Soldier - The Official Game,"Iron Man 2 (mentioned)Captain America: The First Avenger, Captain America: The Winter Soldier, Avengers: Age of Ultron (mentioned)Ant-Man (post-credits scene)Captain America: Civil War, Spider-Man: Homecoming (picture)Black Panther (post-credits scene)Avengers: Infinity War, Avengers: Endgame, Spider-Man: Far From Home (picture)",NA,Sebastian Stan,3255703856898,Agents of S.H.I.E.L.D. (picture)The Falcon and the Winter Soldier (6 episodes; unreleased),Roger Craig Smith,WHiH Newsfront (footage)
Villain,Geoffrey Wilder,"GBig Homie, Big GPlayer, G-Man, Big Bald Teddy Bear, G Wild, Big Guy, James Bradner, G. Wild, Big Fella",CEO of Geoffrey Wilder Construction Inc.,Crips (formerly) Geoffrey Wilder Construction Inc. PRIDE,American,NA,NA,Human,Male,In Custody,NA,NA,NA,NA,NA,Ryan Sands,NA,Runaways (21 episodes),NA,NA
Hero,Wong,Beyoncé,Librarian of Kamar-Taj (formerly)Master of the New York Sanctum (formerly),Masters of the Mystic Arts,Chinese,NA,Early 2017 (resurrected by Doctor Strange),Human,Male,Alive,NA,"Doctor Strange Prelude, Doctor Strange: Mystic Apprentice, Avengers: Infinity War Prelude, Avengers: Endgame Prelude",NA,"Doctor Strange, Avengers: Infinity War, Avengers: Endgame, Doctor Strange in the Multiverse of Madness[1](unreleased)",NA,Benedict Wong,NA,NA,NA,NA
Villain,Georges Batroc,"Batroc The Leaper, French Pirate",Adjudant (formerly),French Foreign Legion (formerly) DGSE (formerly),French Algerian,"May 19, 1981",NA,Human,Male,In Custody,NA,Captain America: Civil War Prelude,NA,Captain America: The Winter Soldier,NA,Georges St-Pierre,NA,NA,NA,NA
Hero,Elena Rodriguez,"Yo-Yo, The Good, Niña, Sweeney Todd, Speedy Gonzales Girl, Sofia Perez, Master Thief, New Girl, Escobar, Seer, Pacquiao, The Invincible Three (with Leo Fitz and Jemma Simmons)Cutthroat, Speedy, Slingshot, Fast Friend, Fast Lady, Girl with the Mechanical Arms, Sweetheart",Agent of S.H.I.E.L.D.,S.H.I.E.L.D.* Secret Warriors (formerly)* STRIKE,Colombian,NA,2091 (alternate timeline),Inhuman (Cyborg),Female,AliveDeceased (older alternate timeline version),Level Black (formerly),NA,NA,NA,NA,Natalia Cordova-Buckley,NA,Agents of S.H.I.E.L.D. (48 episodes),NA,Agents of S.H.I.E.L.D.: Slingshot (6 episodes)
Villain,Ava Starr,"Ghost, Crazy Creepy Ghost Who Walks Through Walls, Baba Yaga, Freak, Boogeyman, Quantum Anomaly, Stealth Operative, Thief",Agent of S.H.I.E.L.D. (formerly),S.H.I.E.L.D. (formerly),British English,NA,NA,Human,Female,Alive,NA,The Avengers: Cutting Edge  (non-canon),Iron Man 2,Ant-Man and the Wasp,NA,"Hannah John-Kamen, Rae, Lynn Bratten (young)",NA,NA,Steven Blum,NA
Hero,Yondu Udonta,"Pirate, Cap, Old Man, Drama Queen, Old Doofus, Blue Idiot, Mary Poppins, David Hasselhoff, Daddy",Captain,Ravagers (formerly) Stakar Ogord's Team (formerly) Yondu Ravager Clan (formerly) Guardians of the Galaxy,NA,NA,October 2014,Centaurian,Male,Deceased,NA,"Guardians of the Galaxy Prequel Infinite Comic, Guardians of the Galaxy Vol. 2 Prelude",NA,"Guardians of the Galaxy, Guardians of the Galaxy Vol. 2",NA,Michael Rooker,NA,NA,NA,NA
Villain,Gideon Malick,"Old Man, Last Head of HYDRA",Councilman (formerly)Head of HYDRA,HYDRAGothite IndustriesWorld Security Council (formerly) Project Distant Star Return ATCU (formerly)Transia Corporation,American,NA,"April 26, 2016",Human,Male,Deceased,NA,The Avengers Adaptation,NA,The Avengers,NA,"Powers Boothe, Cameron Palatas (young)",NA,Agents of S.H.I.E.L.D. (11 episodes),NA,NA
Villain,R. Giyera,The Guy With The Suit,NA,United States Marine Corps (formerly) ATCU (formerly) HYDRA (formerly),American,"June 9, 1972[1]",June 2016,Inhuman,Male,Deceased,NA,NA,NA,NA,NA,Mark Dacascos,NA,Agents of S.H.I.E.L.D. (11 episodes),NA,NA
Villain,Glenn Talbot,"The Real Deal, The Inside Man, The Odd Couple (with Phil Coulson)One Who Can Save Us All, Earth's Mightiest Hero, The Shield, Earth's Last Hope, Earth's True Protector, Charlatan, Most Powerful Being in the Universe, Destroyer of Worlds",Colonel (formerly)Brigadier General (formerly)Head of the ATCU (formerly),"United States Air Force (formerly) ATCU (formerly) HYDRA (formerly, brainwashed)Confederacy",American,NA,Spring 2018,Human,Male,Deceased,NA,NA,The Incredible Hulk,NA,NA,Adrian Pasdar,NA,Agents of S.H.I.E.L.D. (24 episodes),Michael Gannon,NA
Villain,Gordon,"Gordo, The Teleporter, No Eyes, No-Eyed Boot Licker",NA,NA,NA,NA,May 2015,Inhuman,Male,Deceased,NA,NA,NA,NA,NA,"Jamie Harris, Philip Labes (young)",NA,Agents of S.H.I.E.L.D. (11 episodes),NA,NA
Villain,Gosnell,NA,NA,United States Marine Corps (formerly),American,NA,November 2015,Human,Male,Deceased,NA,NA,NA,NA,NA,Nicholas Tucci,NA,Daredevil *.380 *The Dark at the End of the Tunnel (mentioned and photo),NA,NA
Villain,NA,"Grandmaster, The Original, The Creator of Sakaar, Father of the Contest of Champions, First Lost, First Found, Lunatic",NA,NA,Sakaaran,NA,NA,NA,Male,Alive,NA,Avengers: Endgame Prelude (mentioned),NA,"Guardians of the Galaxy Vol. 2 (credits)Thor: Ragnarok, Avengers: Infinity War (mentioned)",NA,Jeff Goldblum,NA,NA,NA,Team Darryl
Villain,Grant Douglas Ward,"Evil Faceless Government Toolbag, T-1000Mr. Fun Machine, Stupid Tall Person, Super Spy, Seal Team 6Warm and Fuzzy (with Melinda May)Mr. Save the Day, Dan Filch, The Tin Man, Golden Boy, Black Kevlar, Tom Brady, Romeo, HYDRA Boyfriend, The Asset, Zack, The Man on the Bus, Big Bad Wolf, The King Idiot",Director of HYDRAAgent of S.H.I.E.L.D. (formerly),"HYDRACentipede Project (formerly) S.H.I.E.L.D. (formerly, undercover) Garrett's Team (formerly) Coulson's Team (formerly, undercover)",American,"January 7, 1983",Early 2016,Human,Male,Deceased,Level 7 (formerly),Agents of S.H.I.E.L.D.: The Chase,NA,NA,NA,"Brett Dalton, Trenton Rogers (young)Austin Lyon (teenager)",A 0849329,Agents of S.H.I.E.L.D. (46 episodes),NA,NA
Villain,Gregory P. Sallinger,"Greg, Bart, Twisted Prick, Quintessential Bad Guy, Shitwad Psycho, Greggy, Alleged Serial Killer, Shutterbug, Butcher",NA,Hanover Law School (formerly),American,1985-1986,2018,Human,Male,Deceased,NA,NA,NA,NA,NA,Jeremy Bobb,71383443,Jessica Jones (11 episodes),NA,NA
Villain,Grigori Veznikov,NA,NA,Hand,Russian,NA,NA,Human,Male,Alive,NA,NA,NA,NA,NA,Stan Demidoff,NA,Iron Fist*Immortal Emerges from Cave,NA,NA
Villain,Grill,"Avuncular Fellow, Junkyard King, Boss",NA,NA,Lighthouse,NA,2091,Human,Male,Deceased,NA,NA,NA,NA,NA,Pruitt Taylor Vince,NA,Agents of S.H.I.E.L.D. (4 episodes),NA,NA
Villain,Guterman,NA,NA,Stark Industries (formerly)Quentin Beck's Crew,NA,NA,NA,Human,Male,Alive,NA,NA,NA,Spider-Man: Far From Home,NA,Nicholas Gleaves,NA,NA,NA,NA
Villain,Hale,"Teacher's Pet, Backseat Pilot, Filthy Calamari Mata Hari, Kraken",Brigadier General,United States Air Force HYDRA*HYDRA Preparatory AcademyConfederacy,American,NA,2018,Human,Female,Deceased,NA,NA,NA,NA,NA,"Catherine Dent, Alyssa Jirrels (young)",NA,Agents of S.H.I.E.L.D. (10 episodes),NA,NA
Villain,Harold Meachum,"Mr. MFrank N. Stein, Good and Faithful Servant, Frank Stein, Monster, Uncle Harold",CEO of Rand Enterprises (formerly),Rand EnterprisesHand (formerly),American,1962-1963,2004 (later resurrected)2016 (twice; resurrected first time),Human,Male,Deceased,NA,NA,NA,NA,NA,David Wenham,NA,Iron Fist (10 episodes),NA,NA
Villain,Heinrich Lutipold Himmler,NA,Reichsführer,Schutzstaffel,Nazi German,NA,NA,Human,Male,Deceased,NA,Captain America: First Vengeance,NA,NA,NA,NA,NA,NA,NA,NA
Villain,Heinrich Zemo,Baron Zemo,Baron,HYDRA (formerly),Nazi German,NA,NA,Human,Male,Unknown,NA,NA,Captain America: Super Soldier,NA,NA,NA,NA,NA,Steven Blum,NA
Villain,Heinz Kruger,Fred Clemson,NA,HYDRA United States Department of State (undercover; formerly),Nazi German,NA,"June 22, 1943",Human,Male,Deceased,NA,Captain America: The First Avenger Adaptation,NA,Captain America: The First Avenger,NA,Richard Armitage,NA,NA,NA,NA
Villain,Hek Sel,NA,NA,Kree Watch,Kree ImperialLighthouse,NA,2091,Kree,Male,Deceased,NA,NA,NA,NA,NA,Luke Massy,NA,Agents of S.H.I.E.L.D.*The Last Day*Best Laid Plans*Past Life,NA,NA
Villain,Hela Odinsdottir,"Goddess of Death, Odin's Firstborn, Evil Demoness, Murderous Hag, The Rightful Heir, Savior of Asgard, Powerful Being, Evil Being","Goddess of Death, Princess of Asgard (formerly)Chief of the Legion of Asgard (formerly)Executioner of Asgard (formerly)Queen of Asgard (formerly)",Asgardian Royal Family (formerly)Berserkers,Asgardian,NA,Late 2017,Asgardian,Female,Deceased,NA,Avengers: Endgame Prelude (mentioned),Thor: God of Thunder (DS version only),"Thor: Ragnarok, Avengers: Infinity War (mentioned)",NA,Cate Blanchett,NA,NA,Jessie Seely,NA
Villain,JT James,"Hellfire, Mr. Personality, Inferno, Firestarter, Burning Man, Blowhard, Scorch, Dundee, Little Baby Bird, The Amazing Bomb Boy, Fire Dude",NA,Watchdogs,Australian,1982,NA,Inhuman,Male,In Custody,NA,NA,NA,NA,NA,Axle Whitehead,NA,Agents of S.H.I.E.L.D. (7 episodes),NA,NA
Villain,Helmut Zemo,"Dr. Theo Broussard, James Buchanan Barnes/Winter Soldier, Herr Müller, The Doctor, The Psychiatrist, The Fake Doctor",Colonel (formerly),Sokovian Armed Forces (formerly)*EKO Scorpion (formerly),Sokovian,NA,NA,Human,Male,In Custody,NA,"Spider-Man: Homecoming Prelude, Avengers: Infinity War Prelude",NA,"Captain America: Civil War, Black Panther (picture)",NA,Daniel Brühl,NA,The Falcon and the Winter Soldier (unreleased),NA,NA
Villain,Hirochi,NA,NA,Hand Roxxon Corporation*Asano Robotics,Japanese,NA,November 2015,Human,Male,Deceased,NA,NA,NA,NA,NA,Ron Nakahara,NA,Daredevil (5 episodes),NA,NA
Villain,Alveus,"Hive, Death, Hell-Beast, Will Daniels, Grant Ward, The HYDRA God, You-Know-Who, Our Guest, Nathaniel Malick, The Devil, Zombie-Ward, Giant Maggot, Aladdin, The Big Man, Failed Experiment, Ward Reboot Nightmare Hell-Beast, Hive the Terrible, The Great Alveus, Parasite",NA,HYDRA (formerly),NA,NA,June 2016,Inhuman (formerly Human),Male (original form),Deceased,NA,NA,NA,NA,NA,Dillon Casey (in Will Daniels' body)Brett Dalton (in Grant Ward's body)Jason Glover (original form),NA,Agents of S.H.I.E.L.D. (12 episodes),NA,NA
Villain,NA,The Astronaut,NA,NA,Fear Dimension,NA,NA,NA,Male,Destroyed,NA,NA,NA,NA,NA,NA,NA,Agents of S.H.I.E.L.D.*The Real Deal*The Devil Complex,NA,NA
Villain,Ho,NA,NA,Golden Tigers,Chinese,NA,Late 2017[1][2],Human,Male,Deceased,NA,NA,NA,NA,NA,Marcus Ho,NA,Iron Fist (2 episodes),NA,NA
Villain,Holden Radcliffe,"Worm, Nightmare Ex, The Demon",Consultant (formerly),GT Agrochemical (formerly)Transhumanists (formerly) S.H.I.E.L.D. (formerly),British Scottish,NA,2017,Human,Male,Deceased,Level Green (formerly),NA,NA,NA,NA,John Hannah,NA,Agents of S.H.I.E.L.D. (22 episodes),NA,NA
Villain,NA,"Holden Radcliffe, Rad-Bot, Tin Man",NA,"Holden Radcliffe, Aida",NA,2017,2017,Life-Model Decoy,Male (masculine programming & voice),Destroyed,NA,NA,NA,NA,NA,John Hannah,NA,Agents of S.H.I.E.L.D.*Wake Up*Hot Potato Soup,NA,NA
Villain,NA,NA,NA,Marauders,NA,NA,"November 12, 2013[1][2]",NA,Male,Deceased,NA,NA,Thor: The Dark World - The Official Game,Thor: The Dark World,NA,Douglas Robson,NA,NA,NA,NA
Villain,NA,NA,NA,Momentum Labs,American,NA,NA,Human,Male,Deceased,NA,NA,NA,NA,NA,Ward Roberts,NA,Agents of S.H.I.E.L.D.*Meet the New Boss*Lockup*The Good Samaritan (flashback),NA,NA
Villain,NA,Hunter One,NA,Maximus,NA,NA,NA,Human,Male,Alive,NA,NA,NA,NA,NA,Garret T. Sato,NA,Inhumans*Behold…The Inhumans!,NA,NA
Villain,NA,NA,NA,HYDRA,American,NA,December 2015,Human,Male,Deceased,NA,NA,NA,NA,NA,NA,NA,Agents of S.H.I.E.L.D.*Devils You Know*Among Us Hide...,NA,NA
