ranking_year,title,ranking,n_viewer,gross_profit_per_viewer,rating,synopsis,producer,director,writer,actress,release_date
2010,Red Cobex,11,393966,NA,8,"Geng Red CobeX beranggotakan ibu-ibu dari berbagai daerah: Mama Ana (Tika Panggabean-Ambon), Tante Lisa (Indy Barends-Manado), Yu Halimah (Aida Nurmala-Tegal), Mbok Bariah (Sarah Sechan-Madura) dan Cik Meymey (Cut Mini-Cina keturunan). Mereka sekumpulan ibu yang membela kaum lemah dan sangat anti kemaksiatan. Mereka tak segan-segan menyakiti orang-orang yang mengambil keuntungan dari hasil bisnis kotor. Bersama Yopie (Lukman Sardi), anak tunggal Mama Ana yang lugu, Geng Red CobeX kerap beraksi bak preman dengan meringkus dan main hakim sendiri memberantas para penjudi, para penjual DVD porno, para pemilik Lapo Tuak sampai menggasak perhiasan toko emas milik Pak Albert (Edo Kondologit), mantan suami Mama Ana yang menikah lagi.",Chand Parwez Servia,Upi,Upi,"Indy Barends, Tika Panggabean, Cut Mini, Sarah Sechan, Aida Nurmala, Lukman Sardi, Revalina S Temat, Irfan Hakim, Niniek L Karim, Edo Kondologit, Shanty, Joe P Project, Tahir Latief, Sellen Fernandez",2010-06-17
2010,Alangkah Lucunya (Negeri Ini),12,392625,NA,7.5,"Sejak lulus S1 manajemen, hampir 2 (dua) tahun Muluk (Reza Rahadian) belum mendapatkan pekerjaan, meskipun selalu gagal, ia tak pernah putus asa mencari kerja. Dalam sebuah kejadian, terjadi pertemuan antara Muluk dan seorang pencopet bernama Komet (Angga). Komet membawa Muluk menemui kelompok copet yang anggotanya adalah anak-anak dan ketuanya, Jarot (Tio Pakusadewo). Dalam kelompok copet tersebut terbagi dalam tiga kelompok copet : copet mall, copet pasar, dan copet angkot.",Zairin Zain,Deddy Mizwar,Musfar Yasin,"Reza Rahadian, Deddy Mizwar, Slamet Rahardjo, Ratu Tika Bravani, Jaja Mihardja, Sonia, Asrul Dahlan, Tio Pakusadewo, Edwin Bejo, Sakurta Ginting, Moh Irfan Siagian, Angga Putra",2010-04-15
2010,Rumah Dara,13,379258,NA,8,"Adjie (Ario Bayu) dan Astrid (Sigi Wimala) yang sedang menanti kehadiran anak pertama, pergi bersama tiga temannya ke Bandung. Perjalanan ini merupakan usaha terakhir Adjie untuk berpamitan dengan adiknya, Ladya (Julie Estelle). Kedua kakak-beradik ini sudah tak akur lagi, dan besok Adjie harus berangkat ke Australia untuk memulai hidup baru. Pertemuan mereka tidak berjalan mulus pada mulanya. Ladya yang seorang pemberontak menyalahkan Adjie atas tragedi di masa lalu. Atas bujukan Astrid, Ladya mengalah dan dengan sungkan ikut mengantar ke bandara. Perjalanan terhenti ketika seorang perempuan cantik, Maya (Imelda Therinne), menghampiri dan mengaku baru saja dirampok. Berniat menolong, mereka mengantar perempuan ini pulang. Sesampai di rumah Maya, mereka diperkenalkan kepada seorang perempuan anggun dan misterius bernama Dara (Shareefa Daanish). Disinilah niat tulus dan maksud baik menjadi awal bencana.","Delon Tio, Fredie Yeo, James Toh, Greg Chew",Mo Brothers,Mo Brothers,"Shareefa Danish, Imelda Therinne, Arifin Putra, Ruli Lubis, Julie Estelle, Ario Bayu, Sigi Wimala, Daniel Mananta, Dendy Subangil, Mike Lucock",2010-01-22
2010,"Lihat Boleh, Pegang Jangan",14,370048,NA,4.5,"Warung Bakso Goyang Lidah milik Bang Kimbul, sudah lama bersaing sengit dengan warung bakso di depannya, Joget Lidah, milik Ibu Umi. Keduanya tidak mau mengalah, saling beradu, siapa yang lebih ramai pengunjungnya. Adalah Udjo anak bang Kimbul, yang diam-diam mencintai Salma, putri ibu Umi. Namun sayangnya, salma sedang mabuk asmara pada Jay, seorang pria mentereng, lulusan luar negeri yang jago bahasa Inggris, yang nampaknya sangat tertarik pada bisnis Bakso milik Bu Umi.  Di saat persaingan makin tajam hingga saling menjatuhkan dan mensabotase dengan berbagai cara. Tiba-tiba muncul warung bakso baru, SUPER DELICIOUS, yang mentereng interiornya, dengan fasilitas yang modern. Pemiliknya ternyata  adalah Jay, yang diam-diam, selain mencuri ilmu, juga membajak Neneng, salah satu pegawai kepercayaan Ibu Umi yang jago membuat bakso. Warung mereka tentu kalah bersaing. Dalam sekejap, semua pelanggan sudah beralih pada restoran Jay tersebut. Salma yang marah dan kecewa karena dikhianati, mengamuk, hingga akhirnya dimasukkan dalam penjara. Ketika Udjo berhasil membebaskan Salma, mereka diminta oleh Ibu Umi dan Pak Kimbul untuk bersatu mengalahkan restoran Jay. Ternyata sejak kecil Udjo dan Salma adalah soulmate dalam membuat bakso. Sekarang keahlian masa kecil mereka menjadi senjata satu-satunya untuk merebut kembali langganan mereka. Dengan jogetnya yang asyik - yang hanya boleh dilihat, tapi jangan dipegang - Salma memang mampu berhasil membuat bakso yang lezatnya bukan main, namun bagaimana caranya merebut pelanggan lama mereka yang sekarang telah beralih pada bakso lain? Bukan pekerjaan gampang tentunya, bahkan harus bersiap mengorbankan semua usaha yang telah mereka rintis selama ini.",Ody Mulya Hidayat,Findo Purwono HW,Alim Sudio,"Dewi Perssik, Dimas Seto, Steve Emmanuel, Shinta Bachir, Yurike Prastica, Harry de Fretes, Mario Maulana Azhar",2010-09-08
2010,Kain Kafan Perawan,15,353640,NA,4,"Rasti (Ardina Rasti) dan lima temannya membuat sebuah video klip di stasiun kereta api. Saat mereka sedang mengedit video tersebut, tiba-tiba muncul penampakan yang cukup aneh. Rasti penasaran dengan penampakan itu dan memutuskan kembali ke lokasi syuting video. Setibanya di stasiun, muncul ide membuat film dokumenter tentang penampakan yang dilihatnya. Rasti bermaksud untuk menjualnya ke stasiun TV. Bayangan keuntungan yang bakal didapat Rasti harus dibayar dengan teror-teror yang menghantuinya, bahkan akhirnya merenggut korban teman-temannya. Sementara itu, Felisha (Ratu Felisha), kakak Rasti, kebingungan mencari adiknya. Tiba-tiba ia ditelepon pihak kepolisian yang mengabarkan telah menemukan Rasti namun dengan kondisi pingsan dan badannya penuh luka. Dan saat ini sang adik tengah meregang nyawa di rumah sakit. Felisha pun mengajak serta Sarah (Sarah Jane), temannya yang sama-sama berprofesi sebagai fotografer untuk menjenguk adiknya. Ternyata, teror yang dialami Rasti tak hanya di stasiun, namun berlanjut ke rumah sakit. Felisha dan Sarah pun tak luput dari teror. Felisha dan Sarah mencoba mencari paranormal. Akhirnya mereka tahu, di stasiun tersebut pernah terjadi pemerkosaan terhadap seorang wanita muda, dan setelahnya wanita tersebut dibunuh di salah satu gerbong kereta. Hanya ada satu jalan untuk mengakhiri teror mengerikan ini. Felisha dan Sarah harus menemukan sobekan kain kafan dari seorang perempuan perawan dan membakarnya. Dengan dibantu polisi, Fikri, Felisha dan Sarah berhasil menemukan sobekan kainnya.","Gope T Samtani, Subagio Samtani",Nayato Fio Nuala,Riady Adef,"Ratu Felisha, Ardina Rasti, Sarah Jane, Smitha Anjani, Fikri Baladraf, Debbie Ravinandya, Marcell Domits, Dana Cole, Harry Pratama",2010-02-25
2009,Ketika Cinta Bertasbih,1,2105192,14000,6,"Khairul Azzam, seorang mahasiswa Indonesia yang sedang menuntut ilmu di Al-Azhar University, Kairo. Sambil menjalani kehidupannya sebagai mahasiswa, Khairul juga berjuang untuk menghidupi ibu dan adik-adiknya di kampung. Saat bergelut dengan perjuangannya, Khairul menemukan jodoh yang tetap selalu teguh berpedoman kepada ajaran agama.","Cindy Christina, Mitzy Christina",Chaerul Umam,"Imam Tantowi, Habiburrahman El Shirazy","Kholidi Asadil Alam, Andi Arsyil Rahman, Deddy Mizwar, Didi Petet, Lucky Perdana, Habiburrahman El Shirazy, Oki Setiana Dewi, Alice Sofie Norin, Meyda Safira, Niniek L Karim, Tika Putri, Cut Yanthi",2009-06-11
2009,Sang Pemimpi,2,2005660,14000,7,"Sang Pemimpi merupakan kelanjutan dari Laskar Pelangi. Film ini bercerita tentang Ikal (Vikri Setiawan) dan saudara sepupunya, Arai (Rendy Ahmad), serta sahabatnya, Jimbron (Azwar Fitrianto), pada usia remaja, dan mengisahkan tentang anak remaja yang mencari identitas diri dan seksualitas pada usia 17 tahun.","Mira Lesmana, Putut Widjanarko, Toto Prasetyanto, Gangsar Sukrisno",Riri Riza,"Riri Riza, Mira Lesmana, Salman Aristo","Vikri Setiawan, Rendy Ahmad, Azwir Fitrianto, Nugie, Landung Simatupang, Mathias Muchus, Lukman Sardi, Zulfanny, Nazril Irham, Sandy Pranatha, Rieke Diah Pitaloka, Maudy Ayunda, Yayu Unru, Jay Widjajanto",2009-12-17
2009,Ketika Cinta Bertasbih 2,3,1494739,14000,5,"Lulus dari Al-Azhar University, Azzam kembali ke kampung halamannya di Solo. Sayangnya, bekal sarjana luar negeri tidak membuatnya mudah mencari kerja. Apalagi ada kesan bahwa lulusan universitas Al-Azhar otomatis jadi kyai atau ulama. Ibu Azzam pun minta Husna, adiknya Azzam untuk membantu mencarikannya kerja, apapun pekerjaannya asal Azzam keluar dari rumah dan terkesan bekerja.","Cindy Christina, Mitzy Christina",Chaerul Umam,"Imam Tantowi, Habiburrahman El Shirazy","Kholidi Asadil Alam, Oki Setiana Dewi, Alice Sofie Norin, Andi Arsyil Rahman, Meyda Safira, Niniek L Karim, Deddy Mizwar, Asmirandah",2009-09-17
2009,Garuda Di Dadaku,4,1371131,14000,7,"Bayu (Emir Mahira), yang masih duduk di kelas 6 Sekolah Dasar, memiliki satu mimpi: menjadi pemain sepak bola hebat. Setiap hari dengan penuh semangat, ia menggiring bola menyusuri gang-gang di sekitar rumahnya sampai ke lapangan bulu tangkis dan berlatih sendiri di sana. Heri (Aldo Tansani), sahabat Bayu penggila bola, sangat yakin akan kemampuan dan bakat Bayu. Dialah motivator dan ?pelatih? cerdas yang meyakinkan Bayu agar mau ikut seleksi untuk masuk Tim Nasional U-13 yang nantinya akan mewakili Indonesia berlaga di arena internasional. Namun Pak Usman (Ikranagara), kakek Bayu, sangat menentang impian Bayu karena baginya menjadi pemain sepak bola identik dengan hidup miskin dan tidak punya masa depan. Dibantu teman baru bernama Zahra (Marsha Aruan) yang misterius, Bayu dan Heri harus mencari-cari berbagai alasan agar Bayu dapat terus berlatih sepak bola. Hambatan demi hambatan terus menghadang mimpi Bayu, dan bahkan persahabatan tiga anak itu terancam putus.",Shanty Harmayn,Ifa Isfansyah,Salman Aristo,"Emir Mahira, Christian Aldo Tansani, Ikranagara, Maudy Koesnaedi, Ari Sihasale, Marsha Aruan, Baron Siregar, Ramzi, Wilson Klein S, Beni Kalalo, Landung Simatupang, Leroy Oesmani",2009-06-14
2009,Get Married 2,5,1199161,14000,3,"Setelah empat tahun pernikahannya, pasangan Mae (Nirina Zubir) dan Rendy (Nino Fernandez) tidak kunjung dikaruniai anak. Berbeda dengan ketiga sahabat Mae, Eman (Aming), Guntoro (Desta) dan Beni (Ringgo Agus Rahman) yang juga sudah menikah dan memiliki anak. Saat Rendy gagal datang di acara ulangtahun pernikahannya sendiri, Mae pun ngambek dan minta pulang ke rumah orangtuanya. Babe Mardi (Jaja Mihardja) dan Bu Mardi (Meriam Bellina) bukannya membujuk Mae supaya kembali ke suami, mereka malah mendukung Mae menceraikan Rendy karena Rendy gagal memberikan mereka cucu.",Chand Parwez Servia,"Hanung Bramantyo, Iqbal Rais",Cassandra Massardi,"Nirina Zubir, Nino Fernandez, Aming, Ringgo Agus Rahman, Desta, Jaja Mihardja, Meriam Bellina, Ira Wibowo, Marissa Nasution",2009-09-18
2009,Air Terjun Pengantin,6,1060058,14000,3.5,"Tiara (Tamara Bleszynski) adalah mantan seorang atlit wushu yang mengalami trauma akibat kecelakaan. Suatu saat, Tiara dan kekasihnya--Lilo (Kieran Sidhu)--mengajak keponakannya--Mandy (Navy Rizky Tavania)--dan teman-temannya berlibur di sebuah pulau yang sunyi. Tidak seorang pun mengira bahwa pulau tersebut didiami oleh seorang pembunuh yang mengancam nyawa mereka.",Ody Mulya Hidayat,Rizal Mantovani,Alim Sudio,"Tamara Bleszynski, Marcel Chandrawinata, Tyas Mirasih, Kieran Sidhu, Navy Rizky Tavania, Andrew Ralph Roxburgh, Nanie Darham, Jenny Cortez, Lucky L Moniaga, Majid Piranha",2009-12-03
2009,Setan Budeg,7,871062,14000,3.5,"Tiga pemburu mayat, (Eddi Brokoli, Hardi Fadillah, Rizky Mocil) bertugas mengurusi mayat tanpa identitas yang bertebaran di jakarta. Suatu kali, mereka terkejut ketika mayat seorang perempuan yang tewas ditabrak kereta hilang dari ambulans. Pak joko (Kiwil) sang. atasan, memberi ultimatum agar mereka menemukan jenazah tersebut dan mengembalikannya ke rumah mayat. Jenazah gadis yang bernama Lala tersebut adalah seorang gadis bisu tuli, saudara kembar Anita (Dewi Perssik). Ketika mereka sibuk memburu jenazah Lala, tanpa disadari mereka pun sedang diburu oleh arwah yang dipenuhi dendam tersebut",Ody Mulya Hidayat,Findo Purwono HW,Abbe Ac,"Dewi Perssik, Saipul Jamil, Uli Auliani, Cynthiara Alona, Rizky Mocil, Hardi Fadhillah, Kiwil",2009-01-08
2009,Suster Keramas,8,840880,14000,1,"Mengisahkan seorang wisatawan Jepang (Rin Sakuragi) yang mencari saudaranya yang berprofesi sebagai suster di Indonesia. Ironisnya, saudaranya itu ternyata sudah meninggal.",Ody Mulya Hidayat,Helfi Kardit,Abbe Ac,"Rin Sakuragi, Herfiza Novianti, Rizky Mocil, Zidni Adam, Shinta Bachir, Alex Abbad, Yadi Sembako",2009-12-31
2009,Perempuan Berkalung Sorban,9,793277,14000,7,"Anissa (Revalina S Temat), seorang anak kyai Salafiah sekaligus seorang ibu dan isteri yang tinggal di lingkungan pesantren yang konservatif. Baginya ilmu sejati dan benar hanyalah Qur’an, Hadist dan Sunnah. Perjalanan hidup Anissa membuatnya beranggapan bahwa Islam membela laki-laki sementara posisi perempuan sangat lemah dan tidak seimbang. Ia pun mulai menyatakan protes yang kemudian selalu dianggap rengekan anak kecil.",Chand Parwez Servia,Hanung Bramantyo,"Ginatri S Noer, Abidah El Khalieqy","Revalina S Temat, Oka Antara, Widyawati, Reza Rahadian, Joshua Pandelaki",2009-01-15
2009,The Tarix Jabrix 2,10,581610,14000,7,"Gang The Tarix Jabrix telah menyelesaikan SMA. Mereka nyaris dipisahkan oleh Ujian Masuk Perguruan Tinggi Negeri (UMPTN). Cacing mengusulkan agar The Tarix Jabrix hijrah dan kuliah bersama di Jakarta, dan mereka pun sepakat, minus Dadang yang harus tetap di Bandung membantu ayahnya, Pak Rohim (Sellen Fernandez) di bengkel SUGEMA yang baru pindahan",Chand Parwez Servia,Iqbal Rais,"Hilman Mutasi, Benny Ahmad, Sofyan Jambul","Tria Changcut, Alda Changcut, Qibil Changcut, Dipa Changcut, Erick Changcut, Joanna Alexandra, Judika Sihotang, Ramon Y Tungka, Winda Agustini Putri, Windi Agustina Putri, Sellen Fernandez, Cecep Reza, Umay Shahab, Chantiq Schagerl, Carissa Puteri",2009-07-02
2009,Paku Kuntilanak,11,578858,14000,2,"Trio pemburu mayat (Sukun, Obeng, dan Odjie) beraksi. Mereka mencari Kuntilanak yang menjelma menjadi manusia kembali setelah paku di kepalanya lepas secara tidak sengaja oleh atasan mereka, Pak Joko. Pada saat yang bersamaan, Pak Joko yang berusia tua dirongrong oleh ibunya karena belum juga menikah. Pak Joko mendekati Mona namun ditolak mentah-mentah.",Ody Mulya Hidayat,Findo Purwono HW,Abbe Ac,"Dewi Perssik, Heather Storm, Keith Foo, Eddi Brokoli, Rizky Mocil, Kiwil, Nani Widjaja, Cynthiara Alona, Baron Hermanto",2009-07-23
2009,Preman In Love,12,578279,14000,3,"Sahroni (Tora Sudiro), preman desa Demolong di kaki gunung Sumbing mengubah total kehidupannya karena jauh cinta dengan Rini (Fanny Fabriana), anak pak Lurah yang pulang ke desa untuk dikawinkan dengan Raden Mas Pono (Vincent Rompies). Karena persaingan cinta segitiga akhirnya Pak Lurah (Marwoto) memutuskan siapa pun yang bisa menjadi Kepala Desa baru menggantikan dirinya akan diangkat menjadi mantu. Sahroni dan Raden Mas Pono pun bersaing untuk menjadi suami Rini. Tanpa sepengetahuan lainnya ternyata Rini jatuh hati kepada Sahroni yang meskipun preman dan hampir semua orang desa membencinya tapi hatinya mulia. Sahroni yang mulai berubah total dan giat mempersiapkan diri kampaye mendapat saingan Raden mas Pono yang minta bantuan Heri (Den Baguse Ngarso) dukun sakti dari Dieng. Hari pemilihan pun tiba dan semua orang menunggu hasil dengan tegang, Raden mas Pono unggul satu suara dari Sahroni karena curang menyuap panitia pemilihan... Sahroni terpaksa menerima kekalahannya dengan hati terluka. Dan Rini, harus mau tidak mau menikah dengan Raden mas Pono. Di malam midodareni Rini kabur. Warga undangan-pun heboh termasuk pak Lurah dan Raden mas Pono. Mereka menghakimi Sahroni. Ternyata Rini, punya rencana sendiri. Ia menjebak Iir (kaki tangan Raden mas Pono) untuk mengaku bahwa Raden mas Pono berlaku curang. Iir pun menyerah dan mengaku bahkan mau menjadi saksi. Perhitungan ulang-pun dilakukan. Terbukti Sahroni unggul satu suara dan menang dan jalan untuk menikahi Rini berjalan mulus. Belum selesai kegembiraan Sahroni dan Rini, Heri dukun kepercayaan Raden Mas Pono muncul mengacaukan suasana dengan segala strateginya untuk melegalkan Raden mas Pono.","Dhamoo Punjabi, Manoj Punjabi",Rako Prijanto,Kinara Samael,"Tora Sudiro, Vincent Rompies, Fanny Fabriana, Didik Nini Thowok, Bagoes Surya Aji Wibowo, Marwoto, Den Baguse Ngarso, Pritt Timothy",2009-09-16
2009,Virgin 2: Bukan Film Porno,13,548077,14000,3,"Tentang persahabatan dua orang remaja putri Tina, 16 th (Christina Santika). dan Nadya, 19 th (Joanna Alexandra), yang terjerumus ke profesi kelam yang seharusnya tidak mereka lakukan di usia mereka. Masa remaja bukanlah hal yang mudah bagi mereka. Persahabatan seringkali harus dibayar dengan mahal, bisa jadi dengan sebuah kematian tragis, justru ketika mereka ingin mengubah jalan hidupnya.",Chand Parwez Servia,Nayato Fio Nuala,"Ian Jampanay, Eka D Sitorus, Chiska Doppert","Joanna Alexandra, Christina Santika, Wichita Satari, Smitha Anjani, Yama Carlos, Ramon Y Tungka, Neyna Lisa Bartlett, Andrew Ralph Roxburgh, Iqbal Azhari",2009-05-28
2009,Hantu Jamu Gendong,14,523141,14000,2,"Kafka (Dimas Aditya) tengah menyusun skripsi tentang fenomena kaum urban yang tertarik mengadu nasib di kota besar. Suatu ketika, Kafka mendengar kabar bahwa Rio dan Nadya mendatangi tempat angker yang diyakini dihuni oleh arwah gentayangan penjual jamu gendong. Kafka terpancing untuk mengetahui lebih dalam tentang hantu itu dan memasukkan hantu jamu gendong sebagai kolom khusus di skripsinya. Karena semasa hidupnya, penjual jamu gendong yang aslinya bernama Sri (Julia Perez), adalah kaum urban yang yakin bahwa kota adalah kota solusi tepat untuk memperbaiki kesejahteraan.Kafka, Meisya, dan Andin pun ke tempat yang diyakini sering jadi tempat penampakan hantu jamu gendong. Pada malam itu juga, Kafka mencoba mempraktikkan cara menghadirkan hantu itu. Apa yang terjadi kemudian di luar dugaan. Hantu jamu gendong betul-betul mewujudkan dirinya. Teror makhluk halus mengacaukan ketenangan hidup Kafka. Kafka, Meisya, dan Andin pun bertahan dan memikirkan jalan keluar untuk lepas dari lingkaran gaib hantu jamu gendong tersebut.",Shanker RS,Koya Pagayo,Ery Sofid,"Dimas Aditya, Julia Perez, Rina Hassim, Diah Cempaka Sari",2009-01-22
2009,Perjaka Terakhir,15,510297,14000,NA,"Ramya (Aming) berprofesi sebagai instruktur salsa. Hidup Ramya berubah drastis saat bertemu dengan Sigi (Fahrani), anggota debt collector. Pertemuan Sigi dan Ramya terjadi saat Sigi dikejar anggota geng Piratez yang dipimpin oleh Gery (Reza Rahadian). Saat Sigi terdesak, ia ditolong Ramya. Sementara, karena pusing selalu didesak untuk menikah oleh ibunya, Sigi nekad memaksa Ramya menikah dengannya. Setelah menikah, Ramya menjadi tahu profesi Sigi. Ramya malah terseret dalam masalah Sigi yang mau dibunuh oleh Torro, pimpinan gengnya. Torro ingin melenyapkan Sigi dengan memanfaatkan Gery. Ramya yang mulai jatuh cinta pada Sigi berusaha menolong Sigi meskipun seringkali kekonyolan Ramya membuat situasi makin kacau.","Koko Sunarso, Manoj Kumar Samtani",Arie Azis,Lingga Manna,"Aming, Fahrani, Reza Rahadian, Nani Widjaja, Bogie Samudra, Bari Bintang",2009-10-15
2008,Laskar Pelangi,1,4719453,13000,8,"Film diawali dengan kepulangan Ikal dewasa (Lukman Sardi) ke kampung halamannya. Ia kemudian mengenang kembali masa kecilnya: hari pertama pembukaan kelas baru di sekolah SD Muhammadyah menjadi sangat menegangkan bagi dua guru, Muslimah (Cut Mini) dan Pak Harfan (Ikranagara), serta 9 orang murid yang menunggu di sekolah yang terletak di desa Gantong, Belitong. Sebab, kalau tidak mencapai 10 murid yang mendaftar, sekolah akan ditutup. Harun (Jeffry Yanuar) menyelamatkan mereka.",Mira Lesmana,Riri Riza,"Salman Aristo, Riri Riza, Mira Lesmana, Andrea Hirata","Zulfanny, Lukman Sardi, Ferdian, Ario Bayu, Ikranagara, Cut Mini Theo, Veris Yamarno, Slamet Rahardjo, Tora Sudiro, Mathias Muchus, Rieke Diah Pitaloka, Teuku Rifnu Wikana, Alex Komang, Jajang C Noer, Yogi Nugraha, Dewi Ratih Ayu Safitri, Marcella El Jolia Kondo, Levina",2008-09-25
2008,Ayat-ayat Cinta,2,3676210,13000,6.5,"Fahri bin Abdillah (Fedi Nuril) adalah pelajar Indonesia yang berusaha menggapai gelar masternya di Al Azhar. Hanya sedikit perempuan yang dekat dengan Fahri, salah satunya Maria Girgis (Carissa Putri). Maria adalah tetangga satu flat dengan Fahri yang beragama Kristen Koptik tapi mengagumi Al Quran dan mencintai Fahri. Lalu ada Nurul (Melanie Putria), anak seorang kyai terkenal yang juga belajar di Al Azhar. Selain itu ada Noura (Zaskia Adya Mecca), juga tetangga Fahri, yang selalu disiksa ayahnya sendiri. Fahri berempati pada Noura dan ingin menolongnya. Terakhir muncullah Aisha (Rianti Cartwright). Sejak kejadian di kendaraan umum, Aisha jatuh cinta pada Fahri. Aisha yang lebih agresif ternyata bisa mendapatkan Fahri sebagai suami.","Dhamoo Punjabi, Manoj Punjabi",Hanung Bramantyo,"Ginatri S Noer, Salman Aristo, Habiburrahman El Shirazy","Fedi Nuril, Rianti Cartwright, Carissa Putri, Zaskia Adya Mecca, Melanie Putria, Dennis Adhiswara, Oka Antara, Surya Saputra",2008-02-28
2008,Tali Pocong Perawan,3,1082081,13000,NA,"Nino (Ramon Y Tungka) adalah cowok introvert yang tidak bergaul. Kesehariannya hanya berkutat di kamar sambil surfing internet. Nino sangat mencintai Virnie (Dewi Perssik), pacar Aldo (Ibnu Jamil), adiknya sendiri.",Ody Mulya Hidayat,Arie Azis,Aviv Elham,"Ramon Y Tungka, Ibnu Jamil, Dewi Perssik",2008-04-10
2008,XL: Extra Large,4,1032160,13000,3,"Deni (Jamie Aditya), yang lugu dan anak tunggal, menurut saja ketika dijodohkan orangtuanya untuk menikahi Vicky (Dewi Sandra), gadis baik, terpelajar, berasal dari keluarga kaya dan cantik luar biasa. Hal-hal tersebut ternyata merupakan beban pada Deni.",Chand Parwez Servia,Monty Tiwa,Monty Tiwa,"Jamie Aditya, Francine Roosenda, Alex Abbad, Sarah Sechan",2008-02-06
2008,The Tarix Jabrix,5,966996,13000,5.5,"Caca Sutarya alias Cacing (Tria Changcut, vokalis The Changcuters), mengajak teman-teman dekatnya Dadang Modip (drummer The Changcuters), Coki & Ciko (gitaris The Changcuters) serta Mulder (bassist The Changcuters). Mereka membentuk geng motor dengan nama The TariX JabriX yang nongkrong di Bengkel Sugema milik Pak Rohim (Sellen Fernandez), ayah Dadang. Mayang (Francine Roosenda) kebetulan sedang magang di bengkel itu. Teman-teman Dadang naksir Mayang. Sementara Cacing sedang mendekati Callista (Carissa Putri), primadona sekolah. Tapi Callista sering dijemput pacarnya, Valdin (Andrew), teman kakaknya, Max (Ario Bayu) pentolan The Smokers, Geng Motor Gede. Diam-diam Callista menaruh hati pada Cacing yang dianggap lucu, menyenangkan dan enak diajak ngobrol. Kedekatan Callista dan Cacing membuat hubungan Callista dan Valdin renggang, Valdin tidak terima. Akhirnya The TariX JabriX berseteru dengan The Smokers. Cacing memberitahu Callista bahwa ada anak buah kakaknya yang membawa narkoba. Cacing dan kawan-kawan berinisiatif untuk membongkar kasus ini, setelah Callista mengatakan bahwa The Smokers adalah geng motor yang bersih. Niat baik The TariX JabriX untuk membongkar kasus ini lagi-lagi mendapat halangan dari Valdin dan Max. The Smokers merasa bahwa Cacing hanya cari gara-gara. Kedua geng ini berseteru, mereka siap tawuran meski jumlah The Smokers lebih unggul dan persiapan Cacing hanya satu hari.",Chand Parwez Servia,Iqbal Rais,"Hilman Mutasi, Reza Keling, Sofyan Jambul","Epi Kusnandar, Tria Changcut, Erick Changcut, Qibil Changcut, Alda Changcut, Carissa Putri, Francine Roosenda, Ario Bayu, Sellen Fernandez, Andrew, Sam Bimbo, Edi Brokoli, Iga Mawarni, Dipa Changcut",2008-04-17
2008,Kawin Kontrak,6,872015,13000,5.5,"Rama (Dimas Aditya), Dika (Herichan), serta Jody (Ricky Harun), memiliki obsesi sama untuk melakukan seks tanpa risiko apapun. Mereka sepakat mencari cara termudah, yaitu dengan Kawin Kontrak. Pergilah mereka ke desa Sukasararean dan bertemu Kang Sono (Lukman Sardi), seorang 'germo' kawin kontrak. Dengan bantuan Kang Sono, mereka akhirnya melakukan kawin kontrak dengan penghulu Pak Aan (Unang) dan Bu Aan (Mieke Amalia) yang juga menjalankan bisnis penginapan dan penyediaan surat nikah. Ternyata, lewat kawin kontrak mereka mengalami petualangan dalam menaklukkan gadis idaman masing-masing termasuk menemukan perasaan yang mereka cari, yaitu cinta.",Raam Punjabi,Ody C Harahap,"Ody C Harahap, Joko Nugroho","Dimas Aditya, Dinda Kanyadewi, Ricky Harun, Masayu Anastasia, Herichan, Lukman Sardi, Mieke Amalia, Unang, Wiwid Gunawan",2008-01-09
2008,Hantu Ambulance,7,862913,13000,3,"Gina (Elvita Sambuaga) melakukan pesugihan demi memperbaiki ekonomi keluarga. Namun Gina mesti membayarnya dengan tumbal nyawa. Sang makhluk gaib menghabisi seluruh keluarga kecuali anaknya, Rano (Dimaz Andrean). Sekian tahun berlalu, Rano bersama teman-temannya, Dicky (William Alvin), Ocha (Ratna Galih), dan Popi (Fitri Ayu), kuliah di Bandung. Mereka tinggal bersama di satu rumah kontrakan yang ternyata adalah kediaman Rano masa lalu. Di rumah itu terparkir sebuah ambulans yang menurut desas-desus mengandung mistik. Kejadian-kejadian aneh dan mengerikan mereka alami. Terutama dengan ambulans yang terus memakan korban serta menyimpan kutukan makhluk gaib. Selidik punya selidik, terkuaklah masa lalu keluarga Rano yang selama ini dirahasiakan oleh Widya (Suzanna), neneknya. Rano bertekad mematahkan kutukan itu dengan caranya sendiri.",Shanker RS,Koya Pagayo,Ery Sofid,"Elvita Sambuaga, Dimaz Andrean, William Alvin, Ratna Galih, Fitri Ayu, Suzanna",2008-02-21
